# wave flux fluxerr
6.880000000000000000e+03 2.590924243365989107e-14 2.449973409175411612e-15
6.890000000000000000e+03 2.127397135279053570e-14 2.505077006622018144e-15
6.900000000000000000e+03 2.682210415122318975e-14 2.548772861331483293e-15
6.910000000000000000e+03 2.535211231727132901e-14 2.582331529069405261e-15
6.920000000000000000e+03 2.315039360857564973e-14 2.607023565601377124e-15
6.930000000000000000e+03 2.394961611836017389e-14 2.624119526692999846e-15
6.940000000000000000e+03 2.378849788520266497e-14 2.634740785977248137e-15
6.950000000000000000e+03 2.755846203952777264e-14 2.639411988556589317e-15
6.960000000000000000e+03 2.810808851687995713e-14 2.638508597400870368e-15
6.970000000000000000e+03 2.581965341915617123e-14 2.632406075479934721e-15
6.980000000000000000e+03 2.518996908237122787e-14 2.621479885763625414e-15
6.990000000000000000e+03 2.375544190789464992e-14 2.606107954307025565e-15
7.000000000000000000e+03 2.866176919616563552e-14 2.586724858125619815e-15
7.010000000000000000e+03 2.736315718488437351e-14 2.563821825195309322e-15
7.020000000000000000e+03 2.345254316942088310e-14 2.537892546577222701e-15
7.030000000000000000e+03 2.291333306377008910e-14 2.509430713332498427e-15
7.040000000000000000e+03 2.062345564181311243e-14 2.478930016522265904e-15
7.050000000000000000e+03 2.501450215055743526e-14 2.446884342328428710e-15
7.060000000000000000e+03 2.452252834945960506e-14 2.413788357415964247e-15
7.070000000000000000e+03 2.049100525708903237e-14 2.380136923570620938e-15
7.080000000000000000e+03 2.364352308830126288e-14 2.346424902578146809e-15
7.090000000000000000e+03 2.176112293407614049e-14 2.313147156224290675e-15
7.100000000000000000e+03 1.802872460590557286e-14 2.280791626658768033e-15
7.110000000000000000e+03 2.384710911904083393e-14 2.249687104402557581e-15
7.120000000000000000e+03 2.644200576418025665e-14 2.220003228347908321e-15
7.130000000000000000e+03 2.096113327355554369e-14 2.191902717751026075e-15
7.140000000000000000e+03 1.781591699612193133e-14 2.165548291868130863e-15
7.150000000000000000e+03 2.301479573380125955e-14 2.141102669955432056e-15
7.160000000000000000e+03 1.903837677475914788e-14 2.118602237507220980e-15
7.170000000000000000e+03 2.058965413398300412e-14 2.097578044970091931e-15
7.180000000000000000e+03 2.122088085957017735e-14 2.077434809028721161e-15
7.190000000000000000e+03 2.310403486613058200e-14 2.057577246367778611e-15
7.200000000000000000e+03 2.297040914698739011e-14 2.037410073671942110e-15
7.210000000000000000e+03 2.266410843999297921e-14 2.016357765053840052e-15
7.220000000000000000e+03 2.289411195399230871e-14 1.994299215469132254e-15
7.230000000000000000e+03 1.740152575683083351e-14 1.971567740716507194e-15
7.240000000000000000e+03 1.902230816365833771e-14 1.948516414022607858e-15
7.250000000000000000e+03 2.050816290405210573e-14 1.925498308614083544e-15
7.260000000000000000e+03 1.785521840669158378e-14 1.902866497717576056e-15
7.270000000000000000e+03 2.184027677955829682e-14 1.880843784955734371e-15
7.280000000000000000e+03 1.976509626948697370e-14 1.859131895535202634e-15
7.290000000000000000e+03 1.946284377480746415e-14 1.837302285058629798e-15
7.300000000000000000e+03 2.079568507230604493e-14 1.814926409128661661e-15
7.310000000000000000e+03 1.788845064525928960e-14 1.791575723347947175e-15
7.320000000000000000e+03 1.773726422641147237e-14 1.766842574426525004e-15
7.330000000000000000e+03 1.810513505891981896e-14 1.740799804544493808e-15
7.340000000000000000e+03 1.624946209269417219e-14 1.714000751352008696e-15
7.350000000000000000e+03 1.663971578154262352e-14 1.687019643606612513e-15
7.360000000000000000e+03 1.697852155766507442e-14 1.660430710065859940e-15
7.370000000000000000e+03 1.692152585622949911e-14 1.634808179487295598e-15
7.380000000000000000e+03 1.598108747700040529e-14 1.610621421274564211e-15
7.390000000000000000e+03 1.392442064005433343e-14 1.587920367415697894e-15
7.400000000000000000e+03 1.708926241670596919e-14 1.566650090544827090e-15
7.410000000000000000e+03 1.542563969806977686e-14 1.546755663296080663e-15
7.420000000000000000e+03 1.611768491080513070e-14 1.528182158303589057e-15
7.430000000000000000e+03 1.527846337445698795e-14 1.510869083887053541e-15
7.440000000000000000e+03 1.385364999767684704e-14 1.494627969134353309e-15
7.450000000000000000e+03 1.480993209812126312e-14 1.479142363901543512e-15
7.460000000000000000e+03 1.471094103328418630e-14 1.464090253730249729e-15
7.470000000000000000e+03 1.180879049759479214e-14 1.449149624162102277e-15
7.480000000000000000e+03 1.354324099908125805e-14 1.433998460738727524e-15
7.490000000000000000e+03 1.567115526578342771e-14 1.418408716549806924e-15
7.500000000000000000e+03 1.514118205052204534e-14 1.402528214877237131e-15
7.510000000000000000e+03 1.194827103356745404e-14 1.386598746550968301e-15
7.520000000000000000e+03 1.563691307852147010e-14 1.370862102400951187e-15
7.530000000000000000e+03 1.207859121718074709e-14 1.355560073257136735e-15
7.540000000000000000e+03 1.215662491840630436e-14 1.340929241884392294e-15
7.550000000000000000e+03 1.404909128530752425e-14 1.327086405550703296e-15
7.560000000000000000e+03 1.430230714002340787e-14 1.314028576027168917e-15
7.570000000000000000e+03 1.307377134165147793e-14 1.301747557019805524e-15
7.580000000000000000e+03 1.358417764540030452e-14 1.290235152234634018e-15
7.590000000000000000e+03 1.331595824518531275e-14 1.279483165377670174e-15
7.600000000000000000e+03 1.533268836248844414e-14 1.269463122798702727e-15
7.610000000000000000e+03 1.551706846709785547e-14 1.260065441422595484e-15
7.620000000000000000e+03 1.335127786750169948e-14 1.251160260817984421e-15
7.630000000000000000e+03 9.918917621614381256e-15 1.242617720553503743e-15
7.640000000000000000e+03 1.206720214106602693e-14 1.234307960197788636e-15
7.650000000000000000e+03 1.077017514096487895e-14 1.226104117207225312e-15
7.660000000000000000e+03 1.379053934559320010e-14 1.217948280456492028e-15
7.670000000000000000e+03 1.311048592648306690e-14 1.209851490238557311e-15
7.680000000000000000e+03 1.093315244781215515e-14 1.201827784734140909e-15
7.690000000000000000e+03 1.124942398764861287e-14 1.193891202123965330e-15
7.700000000000000000e+03 1.078082071952786023e-14 1.186055780588749928e-15
7.710000000000000000e+03 1.343781778823163803e-14 1.178340171392393044e-15
7.720000000000000000e+03 1.312251632082091860e-14 1.170781478131500308e-15
7.730000000000000000e+03 9.269993184495908418e-15 1.163421417485856928e-15
7.740000000000000000e+03 1.043671653153696013e-14 1.156301706135245156e-15
7.750000000000000000e+03 1.098182201994113941e-14 1.149464060759449414e-15
7.760000000000000000e+03 1.389805391208096259e-14 1.142944567888312990e-15
7.770000000000000000e+03 1.216038254210787039e-14 1.136649820603051102e-15
7.780000000000000000e+03 1.039280837948383534e-14 1.130356918536251682e-15
7.790000000000000000e+03 1.013787328904749877e-14 1.123837331170558968e-15
7.800000000000000000e+03 1.258581865980148011e-14 1.116862527988622917e-15
7.810000000000000000e+03 1.101451178952270647e-14 1.109203978473088752e-15
7.820000000000000000e+03 1.228413601333217449e-14 1.100726008282610533e-15
7.830000000000000000e+03 1.167174879417888159e-14 1.091664367779867611e-15
7.840000000000000000e+03 8.780635470976081912e-15 1.082347663503546987e-15
7.850000000000000000e+03 1.058230817999979027e-14 1.073104501992335074e-15
7.860000000000000000e+03 1.174212422911343395e-14 1.064263489784918873e-15
7.870000000000000000e+03 1.023814703388652822e-14 1.056143281423632664e-15
7.880000000000000000e+03 1.125642013577855915e-14 1.048833635534701224e-15
7.890000000000000000e+03 9.214077582513129870e-15 1.042195414828241602e-15
7.900000000000000000e+03 9.951692434352362703e-15 1.036079530018016746e-15
7.910000000000000000e+03 1.002011556571380870e-14 1.030336891817793348e-15
7.920000000000000000e+03 9.684773239508097894e-15 1.024818410941333959e-15
7.930000000000000000e+03 9.122866120338856563e-15 1.019375735902901979e-15
7.940000000000000000e+03 9.004063827254823925e-15 1.013863466418756910e-15
7.950000000000000000e+03 9.168707162300231193e-15 1.008136940005657915e-15
7.960000000000000000e+03 1.177476114862651689e-14 1.002051494180364161e-15
7.970000000000000000e+03 9.700939653109175627e-15 9.954624664596348135e-16
7.980000000000000000e+03 9.038834074169803816e-15 9.882277501793073912e-16
7.990000000000000000e+03 9.959670800618741705e-15 9.802640225140448234e-16
8.000000000000000000e+03 9.435273229239916139e-15 9.715467444773344627e-16
8.010000000000000000e+03 9.613428551564480745e-15 9.620539329017418180e-16
8.020000000000000000e+03 1.063383407167537050e-14 9.517636046198351597e-16
8.030000000000000000e+03 1.056323490104950782e-14 9.406537764641803913e-16
8.040000000000000000e+03 8.954228503194638797e-15 9.287115299173044791e-16
8.050000000000000000e+03 9.373557447795710106e-15 9.159602050615697658e-16
8.060000000000000000e+03 7.880422269828820293e-15 9.024322066293010374e-16
8.070000000000000000e+03 8.195982587960265864e-15 8.881599393528218964e-16
8.080000000000000000e+03 1.077349288190392855e-14 8.731758079644553538e-16
8.090000000000000000e+03 7.950374509432533526e-15 8.575159932809191571e-16
8.100000000000000000e+03 8.328640772530636834e-15 8.413035260599937197e-16
8.110000000000000000e+03 9.089345492102327028e-15 8.247482870005219238e-16
8.120000000000000000e+03 9.068606850446690347e-15 8.080639328857380356e-16
8.130000000000000000e+03 8.315521771034587483e-15 7.914641204988828290e-16
8.140000000000000000e+03 7.539726046442419415e-15 7.751625066231901756e-16
8.150000000000000000e+03 8.715202062726209138e-15 7.593944459865418437e-16
8.160000000000000000e+03 8.660803093665607931e-15 7.444820850953929453e-16
8.170000000000000000e+03 7.027725583974538722e-15 7.307692684008445168e-16
8.180000000000000000e+03 5.322730974834539025e-15 7.185998403539963130e-16
8.190000000000000000e+03 6.434962772531472235e-15 7.083176454059486800e-16
8.200000000000000000e+03 7.508897171659795603e-15 7.002530965505247699e-16
8.210000000000000000e+03 6.887456966605741218e-15 6.944276832641886380e-16
8.220000000000000000e+03 7.730251569966393982e-15 6.905539715060434676e-16
8.230000000000000000e+03 7.315819741915697306e-15 6.883310957779163328e-16
8.240000000000000000e+03 7.411073656588786449e-15 6.874581905816348989e-16
8.250000000000000000e+03 6.978971453210496269e-15 6.876343904190254512e-16
8.260000000000000000e+03 6.958490698235001689e-15 6.885997840983734267e-16
8.270000000000000000e+03 6.416660365740985288e-15 6.902582776537966309e-16
8.280000000000000000e+03 6.782137819619898215e-15 6.925547314258706407e-16
8.290000000000000000e+03 7.202239565493107623e-15 6.954340057551714274e-16
8.300000000000000000e+03 6.663438377191397572e-15 6.988409609822753571e-16
8.310000000000000000e+03 7.045953922059824808e-15 7.027190920699768076e-16
8.320000000000000000e+03 7.626591675980956855e-15 7.069804902921161918e-16
8.330000000000000000e+03 6.888627164643447291e-15 7.115058432335778859e-16
8.340000000000000000e+03 7.048284671335211144e-15 7.161744731014654619e-16
8.350000000000000000e+03 6.557951836513030939e-15 7.208657021028831819e-16
8.360000000000000000e+03 7.175044561972627058e-15 7.254588524449344206e-16
8.370000000000000000e+03 6.719466061283710419e-15 7.298661795474541279e-16
8.380000000000000000e+03 8.014207132594956609e-15 7.341316716812010880e-16
8.390000000000000000e+03 7.748369710889627014e-15 7.383322503296655619e-16
8.400000000000000000e+03 7.646474623039373525e-15 7.425448369763371202e-16
8.410000000000000000e+03 8.089379929177615394e-15 7.468463531047058265e-16
8.420000000000000000e+03 7.440274486682733087e-15 7.513125211408314270e-16
8.430000000000000000e+03 7.538170582841336437e-15 7.559914851898844530e-16
8.440000000000000000e+03 9.062327100873444551e-15 7.609038110361469112e-16
8.450000000000000000e+03 7.521229101243836735e-15 7.660688654064701948e-16
8.460000000000000000e+03 8.060588026804271476e-15 7.715060150277052044e-16
8.470000000000000000e+03 9.234435797522918575e-15 7.772346266267030374e-16
8.480000000000000000e+03 8.260779044248005991e-15 7.832491783659487944e-16
8.490000000000000000e+03 7.980445650827735707e-15 7.894445941504579675e-16
8.500000000000000000e+03 8.777376714865786018e-15 7.956909093208798544e-16
8.510000000000000000e+03 7.160496431466528857e-15 8.018581592178633586e-16
8.520000000000000000e+03 8.759254779885973725e-15 8.078163791820575806e-16
8.530000000000000000e+03 8.351944731073455614e-15 8.134362520205613487e-16
8.540000000000000000e+03 8.448688103905941409e-15 8.186033522688473045e-16
8.550000000000000000e+03 9.642349888615637665e-15 8.232181461907579582e-16
8.560000000000000000e+03 7.083492817206758450e-15 8.271817475165873229e-16
8.570000000000000000e+03 7.490493249472429713e-15 8.303952699766286227e-16
8.580000000000000000e+03 7.653164987025714132e-15 8.327598273011756733e-16
8.590000000000000000e+03 7.711394199373580636e-15 8.341845338365661943e-16
8.600000000000000000e+03 8.116701773383629537e-15 8.346105063933112513e-16
8.610000000000000000e+03 9.353593794184092120e-15 8.339868623979654193e-16
8.620000000000000000e+03 8.973598481912560913e-15 8.322627192770831747e-16
8.630000000000000000e+03 9.221981266755328901e-15 8.293871944572200786e-16
8.640000000000000000e+03 8.350104249006054748e-15 8.253155149422383100e-16
8.650000000000000000e+03 8.000667155049483291e-15 8.201434280141040294e-16
8.660000000000000000e+03 8.523910162385899620e-15 8.141072012328844208e-16
8.670000000000000000e+03 8.797455339106017094e-15 8.074492117359546666e-16
8.680000000000000000e+03 8.355219766737116042e-15 8.004118366606924144e-16
8.690000000000000000e+03 7.783730033125774526e-15 7.932374531444727481e-16
8.700000000000000000e+03 8.318510101520451628e-15 7.861326208001776455e-16
8.710000000000000000e+03 8.817168847161786403e-15 7.791606291427084766e-16
8.720000000000000000e+03 7.763528404157108085e-15 7.723489501624749843e-16
8.730000000000000000e+03 7.664306200274959033e-15 7.657250558498844467e-16
8.740000000000000000e+03 6.135434746732140860e-15 7.593164181953451277e-16
8.750000000000000000e+03 6.698737836889642992e-15 7.531479898025381442e-16
8.760000000000000000e+03 7.176984756485109591e-15 7.471867773804358109e-16
8.770000000000000000e+03 7.235674158252774398e-15 7.413418417433005555e-16
8.780000000000000000e+03 7.855949112793247158e-15 7.355197243186673627e-16
8.790000000000000000e+03 6.453241957644627353e-15 7.296269665340737811e-16
8.800000000000000000e+03 6.582989016999412422e-15 7.235701098170544998e-16
8.810000000000000000e+03 6.667055399741633015e-15 7.172787951785340258e-16
8.820000000000000000e+03 6.345959239607949163e-15 7.107750619629884473e-16
8.830000000000000000e+03 6.700920687937627199e-15 7.041040490982830792e-16
8.840000000000000000e+03 5.131012947684380843e-15 6.973108955122826445e-16
8.850000000000000000e+03 8.069551039047083791e-15 6.904407401328519650e-16
8.860000000000000000e+03 6.821809923618237868e-15 6.835343363472204940e-16
8.870000000000000000e+03 6.637223640842967629e-15 6.765315701080155523e-16
8.880000000000000000e+03 5.813187164323505052e-15 6.692714599332609477e-16
8.890000000000000000e+03 7.931205806462736377e-15 6.615886388003444292e-16
8.900000000000000000e+03 6.535108972888019767e-15 6.533177396866567044e-16
8.910000000000000000e+03 7.331033566329981303e-15 6.442933955695854236e-16
8.920000000000000000e+03 6.857017864061186037e-15 6.344158010492402531e-16
8.930000000000000000e+03 4.803586961481385504e-15 6.238473972166105407e-16
8.940000000000000000e+03 5.187400760886239969e-15 6.128161867854061706e-16
8.950000000000000000e+03 6.635938337003664705e-15 6.015501724693376189e-16
8.960000000000000000e+03 5.800028657551126415e-15 5.902773569821150655e-16
8.970000000000000000e+03 6.735859203364710185e-15 5.792244259914434079e-16
8.980000000000000000e+03 5.085515182185991088e-15 5.685877731069372963e-16
8.990000000000000000e+03 5.500258263852649420e-15 5.585334998801179786e-16
